day;delta;algorithm;avg_M;max_M
2025-11-18;64;ttv;2374.241892486982;12919.172872483327
2025-11-19;64;ttv;2279.7002537506132;9839.96098578083
2025-11-20;64;ttv;2093.2243280531725;15347.240296005664
2025-11-21;64;ttv;2946.108250425941;13953.121675032811
2025-11-22;64;ttv;2120.977577338422;6840.9847046183295
2025-11-23;64;ttv;2604.107140369438;16902.159165212244
2025-11-24;64;ttv;2482.796200972005;13534.250664795736
2025-11-25;64;ttv;2456.054478286896;21515.225091760338
2025-11-26;64;ttv;3212.3718590838907;16957.5672330798
2025-11-27;64;ttv;3238.7519767513286;21429.79518012056
2025-11-28;64;ttv;3423.9544196599554;16272.301355327361
2025-11-29;64;ttv;2552.007670820956;9649.534917082481
2025-11-30;64;ttv;2830.7024724800353;13566.613079708797
2025-12-01;64;ttv;4874.171378943169;31618.231051085448
2025-12-02;64;ttv;3456.564528516474;14637.904599863721
2025-12-03;64;ttv;5394.56071254698;20604.64482029643
2025-12-04;64;ttv;3819.0300084682854;15138.03502754229
2025-12-05;64;ttv;4258.04872556918;15204.412006915869
2025-12-06;64;ttv;2159.366394410817;9895.847987713476
2025-12-07;64;ttv;1439.7758277013636;14552.129693339646
2025-12-08;64;ttv;1234.2067965078884;9159.382888016473
2025-12-09;64;ttv;1682.4974321702118;18520.388581605454
2025-12-10;64;ttv;1759.4448569909225;21260.483810650207
2025-12-11;64;ttv;1932.9114247344291;12693.767695523913
2025-12-12;64;ttv;1931.725300933095;10781.450149697754
2025-12-13;64;ttv;1498.595272779237;7859.059525607644
2025-12-14;64;ttv;2375.8304984894953;16456.884001299477
2025-12-15;64;ttv;2867.494924595939;16962.715704844937
2025-12-16;64;ttv;2571.206984028757;13189.172383404406
2025-12-17;64;ttv;3302.0019267613507;33093.79337788845
2025-12-18;64;ttv;3098.3127545084117;30613.689097812097
2025-12-19;64;ttv;2650.8156879525627;16135.557011334822
2025-12-20;64;ttv;1199.687458885513;4768.0036113263905
2025-12-21;64;ttv;1462.5149895873462;10269.36667432731
2025-12-22;64;ttv;2023.5464038935686;7135.998936405934
2025-12-23;64;ttv;1633.6783337776546;5053.42639720699
2025-12-24;64;ttv;1696.1303729656447;6616.328116223911
2025-12-25;64;ttv;1592.3727081291509;7274.794773729791
2025-12-26;64;ttv;1726.6028602824124;7828.665553429853
2025-12-27;64;ttv;1395.9961441314358;5518.019247951553
2025-12-28;64;ttv;1860.8894046985115;10758.631476290839
2025-12-29;64;ttv;2684.8603542168635;14045.192853509634
2025-12-30;64;ttv;2092.8138828544384;7883.5298458496
2025-12-31;64;ttv;1873.2624488940055;8969.60237625224
2025-01-01;64;defi;212.04737195933578;1258.1504097342586
2025-01-02;64;defi;285.5585195922127;1854.8330129077829
2025-01-03;64;defi;302.7802411371618;1647.2252106062015
2025-01-04;64;defi;132.60904866823617;815.4443672810586
2025-01-05;64;defi;97.68947776078492;366.32720766920323
2025-01-06;64;defi;301.7239802449682;1860.5185570402232
2025-01-07;64;defi;361.5655203461454;1695.9946196949597
2025-01-08;64;defi;325.61938249267325;1730.4345122391073
2025-01-09;64;defi;291.9852679454197;1249.0734794872717
2025-01-10;64;defi;262.96141048665726;1546.9913721326207
2025-01-11;64;defi;113.65875771532443;435.63329922230923
2025-01-12;64;defi;112.28810863339835;1180.2305818448153
2025-01-13;64;defi;349.2198171984875;1844.6485366385716
2025-01-14;64;defi;264.3067731060065;1333.8177225303584
2025-01-15;64;defi;276.73382110761725;1128.9679412062837
2025-01-16;64;defi;285.10964870178833;1379.690467792801
2025-01-17;64;defi;356.75522105824547;1587.5357795516513
2025-01-18;64;defi;273.174819818208;1470.206596388482
2025-01-19;64;defi;355.01623185815066;1509.9215295344686
2025-01-20;64;defi;466.94625043318837;2307.4601403937854
2025-01-21;64;defi;448.2072790246269;2587.210251250992
2025-01-22;64;defi;313.0644539805768;1344.3094226771034
2025-01-23;64;defi;376.2536849070677;1416.5249684318767
2025-01-24;64;defi;304.309604359073;1726.0217787345553
2025-01-25;64;defi;143.43010289429373;1001.9372831305707
2025-01-26;64;defi;120.72830716114684;561.3187122662093
2025-01-27;64;defi;380.7079177010236;1786.2176183078302
2025-01-28;64;defi;273.0214012921111;756.4933915014933
2025-01-29;64;defi;217.51710672516083;539.3673635282919
2025-01-30;64;defi;265.646401187658;806.2451705129782
2025-01-31;64;defi;348.83640541312803;2455.2579569884438
2025-02-01;64;defi;159.11496523766965;1169.4677607802328
2025-02-02;64;defi;241.2752485382657;1080.0664196306689
2025-02-03;64;defi;668.6037483858147;2076.9039195868895
2025-02-04;64;defi;470.07510684618103;2114.132188794676
2025-02-05;64;defi;357.6490638776962;1477.5598115271605
2025-02-06;64;defi;321.99241165171077;1423.2478358280632
2025-02-07;64;defi;363.94428524233933;1503.3288743359162
2025-02-08;64;defi;211.0567850183251;884.1132401787244
2025-02-09;64;defi;207.7828814187691;2377.2851220376365
2025-02-10;64;defi;348.40844116602415;2298.9038540365395
2025-02-11;64;defi;307.14425772785967;1289.242863107864
